LAT,LON,MO,DY,T2M,RH2M,WS10M
76.25,2025,1,1,29.16,89.08,4.73
76.25,2025,1,1,29.16,89.08,4.04
76.25,2025,1,1,29.16,89.08,3.01
76.25,2025,1,1,29.16,89.08,2.53
76.25,2025,1,1,29.16,89.08,3.6
76.25,2025,1,1,29.16,89.08,4.37
76.25,2025,1,1,29.16,89.08,4.47
76.25,2025,1,1,29.16,89.08,4.43
76.25,2025,1,1,29.16,89.02,6.85
76.25,2025,1,1,29.16,89.02,6.68
76.25,2025,1,1,29.16,89.02,6.05
76.25,2025,1,1,29.16,89.02,4.73
76.25,2025,1,1,29.16,89.02,4.04
76.25,2025,1,1,29.16,89.02,3.01
76.25,2025,1,1,29.16,89.02,2.53
76.25,2025,1,1,29.16,89.02,3.6
76.25,2025,1,1,29.16,89.02,4.37
76.25,2025,1,1,29.16,89.02,4.47
76.25,2025,1,1,29.16,89.02,4.43
76.25,2025,1,1,29.16,86.11,6.85
76.25,2025,1,1,29.16,86.11,6.68
76.25,2025,1,1,29.16,86.11,6.05
76.25,2025,1,1,29.16,86.11,4.73
76.25,2025,1,1,29.16,86.11,4.04
76.25,2025,1,1,29.16,86.11,3.01
76.25,2025,1,1,29.16,86.11,2.53
76.25,2025,1,1,29.16,86.11,3.6
76.25,2025,1,1,29.16,86.11,4.37
76.25,2025,1,1,29.16,86.11,4.47
76.25,2025,1,1,29.16,86.11,4.43
76.25,2025,1,1,29.16,82.06,6.85
76.25,2025,1,1,29.16,82.06,6.68
76.25,2025,1,1,29.16,82.06,6.05
76.25,2025,1,1,29.16,82.06,4.73
76.25,2025,1,1,29.16,82.06,4.04
76.25,2025,1,1,29.16,82.06,3.01
76.25,2025,1,1,29.16,82.06,2.53
76.25,2025,1,1,29.16,82.06,3.6
76.25,2025,1,1,29.16,82.06,4.37
76.25,2025,1,1,29.16,82.06,4.47
76.25,2025,1,1,29.16,82.06,4.43
76.25,2025,1,1,29.16,81.24,6.85
76.25,2025,1,1,29.16,81.24,6.68
76.25,2025,1,1,29.16,81.24,6.05
76.25,2025,1,1,29.16,81.24,4.73
76.25,2025,1,1,29.16,81.24,4.04
76.25,2025,1,1,29.16,81.24,3.01
76.25,2025,1,1,29.16,81.24,2.53
76.25,2025,1,1,29.16,81.24,3.6
76.25,2025,1,1,29.16,81.24,4.37
76.25,2025,1,1,29.16,81.24,4.47
76.25,2025,1,1,29.16,81.24,4.43
76.25,2025,1,1,29.16,78.49,6.85
76.25,2025,1,1,29.16,78.49,6.68
76.25,2025,1,1,29.16,78.49,6.05
76.25,2025,1,1,29.16,78.49,4.73
76.25,2025,1,1,29.16,78.49,4.04
76.25,2025,1,1,29.16,78.49,3.01
76.25,2025,1,1,29.16,78.49,2.53
76.25,2025,1,1,29.16,78.49,3.6
76.25,2025,1,1,29.16,78.49,4.37
76.25,2025,1,1,29.16,78.49,4.47
76.25,2025,1,1,29.16,78.49,4.43
76.875,2025,1,1,28.0,88.67,5.64
76.875,2025,1,1,28.0,88.67,3.92
76.875,2025,1,1,28.0,88.67,2.9
76.875,2025,1,1,28.0,88.67,2.58
76.875,2025,1,1,28.0,88.67,3.46
76.875,2025,1,1,28.0,88.67,3.96
76.875,2025,1,1,28.0,88.67,3.99
76.875,2025,1,1,28.0,88.67,4.3
76.875,2025,1,1,28.0,88.67,4.6
76.875,2025,1,1,28.0,88.67,4.68
76.875,2025,1,1,28.0,88.67,5.1
76.875,2025,1,1,28.0,89.53,5.64
76.875,2025,1,1,28.0,89.53,3.92
76.875,2025,1,1,28.0,89.53,2.9
76.875,2025,1,1,28.0,89.53,2.58
76.875,2025,1,1,28.0,89.53,3.46
76.875,2025,1,1,28.0,89.53,3.96
76.875,2025,1,1,28.0,89.53,3.99
76.875,2025,1,1,28.0,89.53,4.3
76.875,2025,1,1,28.0,89.53,4.6
76.875,2025,1,1,28.0,89.53,4.68
76.875,2025,1,1,28.0,89.53,5.1
76.875,2025,1,1,28.0,88.97,5.64
76.875,2025,1,1,28.0,88.97,3.92
76.875,2025,1,1,28.0,88.97,2.9
76.875,2025,1,1,28.0,88.97,2.58
76.875,2025,1,1,28.0,88.97,3.46
76.875,2025,1,1,28.0,88.97,3.96
76.875,2025,1,1,28.0,88.97,3.99
76.875,2025,1,1,28.0,88.97,4.3
76.875,2025,1,1,28.0,88.97,4.6
76.875,2025,1,1,28.0,88.97,4.68
76.875,2025,1,1,28.0,88.97,5.1
76.875,2025,1,1,28.0,89.38,5.64
76.875,2025,1,1,28.0,89.38,3.92
76.875,2025,1,1,28.0,89.38,2.9
76.875,2025,1,1,28.0,89.38,2.58
76.875,2025,1,1,28.0,89.38,3.46
76.875,2025,1,1,28.0,89.38,3.96
76.875,2025,1,1,28.0,89.38,3.99
76.875,2025,1,1,28.0,89.38,4.3
76.875,2025,1,1,28.0,89.38,4.6
76.875,2025,1,1,28.0,89.38,4.68
76.875,2025,1,1,28.0,89.38,5.1
76.875,2025,1,1,28.0,88.62,5.64
76.875,2025,1,1,28.0,88.62,3.92
76.875,2025,1,1,28.0,88.62,2.9
76.875,2025,1,1,28.0,88.62,2.58
76.875,2025,1,1,28.0,88.62,3.46
76.875,2025,1,1,28.0,88.62,3.96
76.875,2025,1,1,28.0,88.62,3.99
76.875,2025,1,1,28.0,88.62,4.3
76.875,2025,1,1,28.0,88.62,4.6
76.875,2025,1,1,28.0,88.62,4.68
76.875,2025,1,1,28.0,88.62,5.1
76.875,2025,1,1,28.0,85.23,5.64
76.875,2025,1,1,28.0,85.23,3.92
76.875,2025,1,1,28.0,85.23,2.9
76.875,2025,1,1,28.0,85.23,2.58
76.875,2025,1,1,28.0,85.23,3.46
76.875,2025,1,1,28.0,85.23,3.96
76.875,2025,1,1,28.0,85.23,3.99
76.875,2025,1,1,28.0,85.23,4.3
76.875,2025,1,1,28.0,85.23,4.6
76.875,2025,1,1,28.0,85.23,4.68
76.875,2025,1,1,28.0,85.23,5.1
76.875,2025,1,1,28.0,81.74,5.64
76.875,2025,1,1,28.0,81.74,3.92
76.875,2025,1,1,28.0,81.74,2.9
76.875,2025,1,1,28.0,81.74,2.58
76.875,2025,1,1,28.0,81.74,3.46
76.875,2025,1,1,28.0,81.74,3.96
76.875,2025,1,1,28.0,81.74,3.99
76.875,2025,1,1,28.0,81.74,4.3
76.875,2025,1,1,28.0,81.74,4.6
76.875,2025,1,1,28.0,81.74,4.68
76.875,2025,1,1,28.0,81.74,5.1
76.875,2025,1,1,28.0,79.73,5.64
76.875,2025,1,1,28.0,79.73,3.92
76.875,2025,1,1,28.0,79.73,2.9
76.875,2025,1,1,28.0,79.73,2.58
76.875,2025,1,1,28.0,79.73,3.46
76.875,2025,1,1,28.0,79.73,3.96
76.875,2025,1,1,28.0,79.73,3.99
76.875,2025,1,1,28.0,79.73,4.3
76.875,2025,1,1,28.0,79.73,4.6
76.875,2025,1,1,28.0,79.73,4.68
76.875,2025,1,1,28.0,79.73,5.1
76.875,2025,1,1,28.0,77.44,5.64
76.875,2025,1,1,28.0,77.44,3.92
76.875,2025,1,1,28.0,77.44,2.9
76.875,2025,1,1,28.0,77.44,2.58
76.875,2025,1,1,28.0,77.44,3.46
76.875,2025,1,1,28.0,77.44,3.96
76.875,2025,1,1,28.0,77.44,3.99
76.875,2025,1,1,28.0,77.44,4.3
76.875,2025,1,1,28.0,77.44,4.6
76.875,2025,1,1,28.0,77.44,4.68
76.875,2025,1,1,28.0,77.44,5.1
76.875,2025,1,1,28.0,77.0,5.64
76.875,2025,1,1,28.0,77.0,3.92
76.875,2025,1,1,28.0,77.0,2.9
76.875,2025,1,1,28.0,77.0,2.58
76.875,2025,1,1,28.0,77.0,3.46
76.875,2025,1,1,28.0,77.0,3.96
76.875,2025,1,1,28.0,77.0,3.99
76.875,2025,1,1,28.0,77.0,4.3
76.875,2025,1,1,28.0,77.0,4.6
76.875,2025,1,1,28.0,77.0,4.68
76.875,2025,1,1,28.0,77.0,5.1
76.875,2025,1,1,28.0,74.76,5.64
76.875,2025,1,1,28.0,74.76,3.92
76.875,2025,1,1,28.0,74.76,2.9
76.875,2025,1,1,28.0,74.76,2.58
76.875,2025,1,1,28.0,74.76,3.46
76.875,2025,1,1,28.0,74.76,3.96
76.875,2025,1,1,28.0,74.76,3.99
76.875,2025,1,1,28.0,74.76,4.3
76.875,2025,1,1,28.0,74.76,4.6
76.875,2025,1,1,28.0,74.76,4.68
76.875,2025,1,1,28.0,74.76,5.1
77.5,2025,1,1,27.23,83.86,5.88
77.5,2025,1,1,27.23,83.86,4.68
77.5,2025,1,1,27.23,83.86,3.32
77.5,2025,1,1,27.23,83.86,3.9
77.5,2025,1,1,27.23,83.86,5.51
77.5,2025,1,1,27.23,83.86,5.26
77.5,2025,1,1,27.23,83.86,3.59
77.5,2025,1,1,27.23,83.86,3.39
77.5,2025,1,1,27.23,83.86,4.85
77.5,2025,1,1,27.23,83.86,5.28
77.5,2025,1,1,27.23,83.86,5.47
77.5,2025,1,1,27.23,84.27,5.88
77.5,2025,1,1,27.23,84.27,4.68
77.5,2025,1,1,27.23,84.27,3.32
77.5,2025,1,1,27.23,84.27,3.9
77.5,2025,1,1,27.23,84.27,5.51
77.5,2025,1,1,27.23,84.27,5.26
77.5,2025,1,1,27.23,84.27,3.59
77.5,2025,1,1,27.23,84.27,3.39
77.5,2025,1,1,27.23,84.27,4.85
77.5,2025,1,1,27.23,84.27,5.28
77.5,2025,1,1,27.23,84.27,5.47
77.5,2025,1,1,27.23,76.86,5.88
77.5,2025,1,1,27.23,76.86,4.68
77.5,2025,1,1,27.23,76.86,3.32
77.5,2025,1,1,27.23,76.86,3.9
77.5,2025,1,1,27.23,76.86,5.51
77.5,2025,1,1,27.23,76.86,5.26
77.5,2025,1,1,27.23,76.86,3.59
77.5,2025,1,1,27.23,76.86,3.39
77.5,2025,1,1,27.23,76.86,4.85
77.5,2025,1,1,27.23,76.86,5.28
77.5,2025,1,1,27.23,76.86,5.47
77.5,2025,1,1,27.23,73.26,5.88
77.5,2025,1,1,27.23,73.26,4.68
77.5,2025,1,1,27.23,73.26,3.32
77.5,2025,1,1,27.23,73.26,3.9
77.5,2025,1,1,27.23,73.26,5.51
77.5,2025,1,1,27.23,73.26,5.26
77.5,2025,1,1,27.23,73.26,3.59
77.5,2025,1,1,27.23,73.26,3.39
77.5,2025,1,1,27.23,73.26,4.85
77.5,2025,1,1,27.23,73.26,5.28
77.5,2025,1,1,27.23,73.26,5.47
77.5,2025,1,1,27.23,72.57,5.88
77.5,2025,1,1,27.23,72.57,4.68
77.5,2025,1,1,27.23,72.57,3.32
77.5,2025,1,1,27.23,72.57,3.9
77.5,2025,1,1,27.23,72.57,5.51
77.5,2025,1,1,27.23,72.57,5.26
77.5,2025,1,1,27.23,72.57,3.59
77.5,2025,1,1,27.23,72.57,3.39
77.5,2025,1,1,27.23,72.57,4.85
77.5,2025,1,1,27.23,72.57,5.28
77.5,2025,1,1,27.23,72.57,5.47
77.5,2025,1,1,27.23,68.33,5.88
77.5,2025,1,1,27.23,68.33,4.68
77.5,2025,1,1,27.23,68.33,3.32
77.5,2025,1,1,27.23,68.33,3.9
77.5,2025,1,1,27.23,68.33,5.51
77.5,2025,1,1,27.23,68.33,5.26
77.5,2025,1,1,27.23,68.33,3.59
77.5,2025,1,1,27.23,68.33,3.39
77.5,2025,1,1,27.23,68.33,4.85
77.5,2025,1,1,27.23,68.33,5.28
77.5,2025,1,1,27.23,68.33,5.47
77.5,2025,1,1,27.23,67.36,5.88
77.5,2025,1,1,27.23,67.36,4.68
77.5,2025,1,1,27.23,67.36,3.32
77.5,2025,1,1,27.23,67.36,3.9
77.5,2025,1,1,27.23,67.36,5.51
77.5,2025,1,1,27.23,67.36,5.26
77.5,2025,1,1,27.23,67.36,3.59
77.5,2025,1,1,27.23,67.36,3.39
77.5,2025,1,1,27.23,67.36,4.85
77.5,2025,1,1,27.23,67.36,5.28
77.5,2025,1,1,27.23,67.36,5.47
77.5,2025,1,1,27.23,72.38,5.88
77.5,2025,1,1,27.23,72.38,4.68
77.5,2025,1,1,27.23,72.38,3.32
77.5,2025,1,1,27.23,72.38,3.9
77.5,2025,1,1,27.23,72.38,5.51
77.5,2025,1,1,27.23,72.38,5.26
77.5,2025,1,1,27.23,72.38,3.59
77.5,2025,1,1,27.23,72.38,3.39
77.5,2025,1,1,27.23,72.38,4.85
77.5,2025,1,1,27.23,72.38,5.28
77.5,2025,1,1,27.23,72.38,5.47
77.5,2025,1,1,27.23,73.88,5.88
77.5,2025,1,1,27.23,73.88,4.68
77.5,2025,1,1,27.23,73.88,3.32
77.5,2025,1,1,27.23,73.88,3.9
77.5,2025,1,1,27.23,73.88,5.51
77.5,2025,1,1,27.23,73.88,5.26
77.5,2025,1,1,27.23,73.88,3.59
77.5,2025,1,1,27.23,73.88,3.39
77.5,2025,1,1,27.23,73.88,4.85
77.5,2025,1,1,27.23,73.88,5.28
77.5,2025,1,1,27.23,73.88,5.47
77.5,2025,1,1,27.23,72.8,5.88
77.5,2025,1,1,27.23,72.8,4.68
77.5,2025,1,1,27.23,72.8,3.32
77.5,2025,1,1,27.23,72.8,3.9
77.5,2025,1,1,27.23,72.8,5.51
77.5,2025,1,1,27.23,72.8,5.26
77.5,2025,1,1,27.23,72.8,3.59
77.5,2025,1,1,27.23,72.8,3.39
77.5,2025,1,1,27.23,72.8,4.85
77.5,2025,1,1,27.23,72.8,5.28
77.5,2025,1,1,27.23,72.8,5.47
77.5,2025,1,1,27.23,70.45,5.88
77.5,2025,1,1,27.23,70.45,4.68
77.5,2025,1,1,27.23,70.45,3.32
77.5,2025,1,1,27.23,70.45,3.9
77.5,2025,1,1,27.23,70.45,5.51
77.5,2025,1,1,27.23,70.45,5.26
77.5,2025,1,1,27.23,70.45,3.59
77.5,2025,1,1,27.23,70.45,3.39
77.5,2025,1,1,27.23,70.45,4.85
77.5,2025,1,1,27.23,70.45,5.28
77.5,2025,1,1,27.23,70.45,5.47
78.125,2025,1,1,29.85,76.35,6.47
78.125,2025,1,1,29.85,76.35,5.25
78.125,2025,1,1,29.85,76.35,3.13
78.125,2025,1,1,29.85,76.35,2.89
78.125,2025,1,1,29.85,76.35,4.77
78.125,2025,1,1,29.85,76.35,5.07
78.125,2025,1,1,29.85,76.35,3.86
78.125,2025,1,1,29.85,76.35,4.07
78.125,2025,1,1,29.85,76.35,5.38
78.125,2025,1,1,29.85,76.35,5.82
78.125,2025,1,1,29.85,76.35,6.05
78.125,2025,1,1,29.85,74.77,6.47
78.125,2025,1,1,29.85,74.77,5.25
78.125,2025,1,1,29.85,74.77,3.13
78.125,2025,1,1,29.85,74.77,2.89
78.125,2025,1,1,29.85,74.77,4.77
78.125,2025,1,1,29.85,74.77,5.07
78.125,2025,1,1,29.85,74.77,3.86
78.125,2025,1,1,29.85,74.77,4.07
78.125,2025,1,1,29.85,74.77,5.38
78.125,2025,1,1,29.85,74.77,5.82
78.125,2025,1,1,29.85,74.77,6.05
78.125,2025,1,1,29.85,69.45,6.47
78.125,2025,1,1,29.85,69.45,5.25
78.125,2025,1,1,29.85,69.45,3.13
78.125,2025,1,1,29.85,69.45,2.89
78.125,2025,1,1,29.85,69.45,4.77
78.125,2025,1,1,29.85,69.45,5.07
78.125,2025,1,1,29.85,69.45,3.86
78.125,2025,1,1,29.85,69.45,4.07
78.125,2025,1,1,29.85,69.45,5.38
78.125,2025,1,1,29.85,69.45,5.82
78.125,2025,1,1,29.85,69.45,6.05
78.125,2025,1,1,29.85,64.46,6.47
78.125,2025,1,1,29.85,64.46,5.25
78.125,2025,1,1,29.85,64.46,3.13
78.125,2025,1,1,29.85,64.46,2.89
78.125,2025,1,1,29.85,64.46,4.77
78.125,2025,1,1,29.85,64.46,5.07
78.125,2025,1,1,29.85,64.46,3.86
78.125,2025,1,1,29.85,64.46,4.07
78.125,2025,1,1,29.85,64.46,5.38
78.125,2025,1,1,29.85,64.46,5.82
78.125,2025,1,1,29.85,64.46,6.05
78.125,2025,1,1,29.85,64.36,6.47
78.125,2025,1,1,29.85,64.36,5.25
78.125,2025,1,1,29.85,64.36,3.13
78.125,2025,1,1,29.85,64.36,2.89
78.125,2025,1,1,29.85,64.36,4.77
78.125,2025,1,1,29.85,64.36,5.07
78.125,2025,1,1,29.85,64.36,3.86
78.125,2025,1,1,29.85,64.36,4.07
78.125,2025,1,1,29.85,64.36,5.38
78.125,2025,1,1,29.85,64.36,5.82
78.125,2025,1,1,29.85,64.36,6.05
78.125,2025,1,1,29.85,63.43,6.47
78.125,2025,1,1,29.85,63.43,5.25
78.125,2025,1,1,29.85,63.43,3.13
78.125,2025,1,1,29.85,63.43,2.89
78.125,2025,1,1,29.85,63.43,4.77
78.125,2025,1,1,29.85,63.43,5.07
78.125,2025,1,1,29.85,63.43,3.86
78.125,2025,1,1,29.85,63.43,4.07
78.125,2025,1,1,29.85,63.43,5.38
78.125,2025,1,1,29.85,63.43,5.82
78.125,2025,1,1,29.85,63.43,6.05
78.125,2025,1,1,29.85,63.9,6.47
78.125,2025,1,1,29.85,63.9,5.25
78.125,2025,1,1,29.85,63.9,3.13
78.125,2025,1,1,29.85,63.9,2.89
78.125,2025,1,1,29.85,63.9,4.77
78.125,2025,1,1,29.85,63.9,5.07
78.125,2025,1,1,29.85,63.9,3.86
78.125,2025,1,1,29.85,63.9,4.07
78.125,2025,1,1,29.85,63.9,5.38
78.125,2025,1,1,29.85,63.9,5.82
78.125,2025,1,1,29.85,63.9,6.05
78.125,2025,1,1,29.85,68.78,6.47
78.125,2025,1,1,29.85,68.78,5.25
78.125,2025,1,1,29.85,68.78,3.13
78.125,2025,1,1,29.85,68.78,2.89
78.125,2025,1,1,29.85,68.78,4.77
78.125,2025,1,1,29.85,68.78,5.07
78.125,2025,1,1,29.85,68.78,3.86
78.125,2025,1,1,29.85,68.78,4.07
78.125,2025,1,1,29.85,68.78,5.38
78.125,2025,1,1,29.85,68.78,5.82
78.125,2025,1,1,29.85,68.78,6.05
78.125,2025,1,1,29.85,70.4,6.47
78.125,2025,1,1,29.85,70.4,5.25
78.125,2025,1,1,29.85,70.4,3.13
78.125,2025,1,1,29.85,70.4,2.89
78.125,2025,1,1,29.85,70.4,4.77
78.125,2025,1,1,29.85,70.4,5.07
78.125,2025,1,1,29.85,70.4,3.86
78.125,2025,1,1,29.85,70.4,4.07
78.125,2025,1,1,29.85,70.4,5.38
78.125,2025,1,1,29.85,70.4,5.82
78.125,2025,1,1,29.85,70.4,6.05
78.125,2025,1,1,29.85,71.4,6.47
78.125,2025,1,1,29.85,71.4,5.25
78.125,2025,1,1,29.85,71.4,3.13
78.125,2025,1,1,29.85,71.4,2.89
78.125,2025,1,1,29.85,71.4,4.77
78.125,2025,1,1,29.85,71.4,5.07
78.125,2025,1,1,29.85,71.4,3.86
78.125,2025,1,1,29.85,71.4,4.07
78.125,2025,1,1,29.85,71.4,5.38
78.125,2025,1,1,29.85,71.4,5.82
78.125,2025,1,1,29.85,71.4,6.05
78.125,2025,1,1,29.85,68.23,6.47
78.125,2025,1,1,29.85,68.23,5.25
78.125,2025,1,1,29.85,68.23,3.13
78.125,2025,1,1,29.85,68.23,2.89
78.125,2025,1,1,29.85,68.23,4.77
78.125,2025,1,1,29.85,68.23,5.07
78.125,2025,1,1,29.85,68.23,3.86
78.125,2025,1,1,29.85,68.23,4.07
78.125,2025,1,1,29.85,68.23,5.38
78.125,2025,1,1,29.85,68.23,5.82
78.125,2025,1,1,29.85,68.23,6.05
78.75,2025,1,1,29.41,84.88,7.28
78.75,2025,1,1,29.41,84.88,5.95
78.75,2025,1,1,29.41,84.88,3.78
78.75,2025,1,1,29.41,84.88,2.64
78.75,2025,1,1,29.41,84.88,4.19
78.75,2025,1,1,29.41,84.88,4.83
78.75,2025,1,1,29.41,84.88,4.2
78.75,2025,1,1,29.41,84.88,4.42
78.75,2025,1,1,29.41,84.88,5.12
78.75,2025,1,1,29.41,84.88,5.71
78.75,2025,1,1,29.41,84.88,6.25
78.75,2025,1,1,29.41,78.49,7.28
78.75,2025,1,1,29.41,78.49,5.95
78.75,2025,1,1,29.41,78.49,3.78
78.75,2025,1,1,29.41,78.49,2.64
78.75,2025,1,1,29.41,78.49,4.19
78.75,2025,1,1,29.41,78.49,4.83
78.75,2025,1,1,29.41,78.49,4.2
78.75,2025,1,1,29.41,78.49,4.42
78.75,2025,1,1,29.41,78.49,5.12
78.75,2025,1,1,29.41,78.49,5.71
78.75,2025,1,1,29.41,78.49,6.25
78.75,2025,1,1,29.41,68.11,7.28
78.75,2025,1,1,29.41,68.11,5.95
78.75,2025,1,1,29.41,68.11,3.78
78.75,2025,1,1,29.41,68.11,2.64
78.75,2025,1,1,29.41,68.11,4.19
78.75,2025,1,1,29.41,68.11,4.83
78.75,2025,1,1,29.41,68.11,4.2
78.75,2025,1,1,29.41,68.11,4.42
78.75,2025,1,1,29.41,68.11,5.12
78.75,2025,1,1,29.41,68.11,5.71
78.75,2025,1,1,29.41,68.11,6.25
78.75,2025,1,1,29.41,61.02,7.28
78.75,2025,1,1,29.41,61.02,5.95
78.75,2025,1,1,29.41,61.02,3.78
78.75,2025,1,1,29.41,61.02,2.64
78.75,2025,1,1,29.41,61.02,4.19
78.75,2025,1,1,29.41,61.02,4.83
78.75,2025,1,1,29.41,61.02,4.2
78.75,2025,1,1,29.41,61.02,4.42
78.75,2025,1,1,29.41,61.02,5.12
78.75,2025,1,1,29.41,61.02,5.71
78.75,2025,1,1,29.41,61.02,6.25
78.75,2025,1,1,29.41,59.33,7.28
78.75,2025,1,1,29.41,59.33,5.95
78.75,2025,1,1,29.41,59.33,3.78
78.75,2025,1,1,29.41,59.33,2.64
78.75,2025,1,1,29.41,59.33,4.19
78.75,2025,1,1,29.41,59.33,4.83
78.75,2025,1,1,29.41,59.33,4.2
78.75,2025,1,1,29.41,59.33,4.42
78.75,2025,1,1,29.41,59.33,5.12
78.75,2025,1,1,29.41,59.33,5.71
78.75,2025,1,1,29.41,59.33,6.25
78.75,2025,1,1,29.41,59.01,7.28
78.75,2025,1,1,29.41,59.01,5.95
78.75,2025,1,1,29.41,59.01,3.78
78.75,2025,1,1,29.41,59.01,2.64
78.75,2025,1,1,29.41,59.01,4.19
78.75,2025,1,1,29.41,59.01,4.83
78.75,2025,1,1,29.41,59.01,4.2
78.75,2025,1,1,29.41,59.01,4.42
78.75,2025,1,1,29.41,59.01,5.12
78.75,2025,1,1,29.41,59.01,5.71
78.75,2025,1,1,29.41,59.01,6.25
78.75,2025,1,1,29.41,59.28,7.28
78.75,2025,1,1,29.41,59.28,5.95
78.75,2025,1,1,29.41,59.28,3.78
78.75,2025,1,1,29.41,59.28,2.64
78.75,2025,1,1,29.41,59.28,4.19
78.75,2025,1,1,29.41,59.28,4.83
78.75,2025,1,1,29.41,59.28,4.2
78.75,2025,1,1,29.41,59.28,4.42
78.75,2025,1,1,29.41,59.28,5.12
78.75,2025,1,1,29.41,59.28,5.71
78.75,2025,1,1,29.41,59.28,6.25
78.75,2025,1,1,29.41,61.83,7.28
78.75,2025,1,1,29.41,61.83,5.95
78.75,2025,1,1,29.41,61.83,3.78
78.75,2025,1,1,29.41,61.83,2.64
78.75,2025,1,1,29.41,61.83,4.19
78.75,2025,1,1,29.41,61.83,4.83
78.75,2025,1,1,29.41,61.83,4.2
78.75,2025,1,1,29.41,61.83,4.42
78.75,2025,1,1,29.41,61.83,5.12
78.75,2025,1,1,29.41,61.83,5.71
78.75,2025,1,1,29.41,61.83,6.25
78.75,2025,1,1,29.41,63.65,7.28
78.75,2025,1,1,29.41,63.65,5.95
78.75,2025,1,1,29.41,63.65,3.78
78.75,2025,1,1,29.41,63.65,2.64
78.75,2025,1,1,29.41,63.65,4.19
78.75,2025,1,1,29.41,63.65,4.83
78.75,2025,1,1,29.41,63.65,4.2
78.75,2025,1,1,29.41,63.65,4.42
78.75,2025,1,1,29.41,63.65,5.12
78.75,2025,1,1,29.41,63.65,5.71
78.75,2025,1,1,29.41,63.65,6.25
78.75,2025,1,1,29.41,61.87,7.28
78.75,2025,1,1,29.41,61.87,5.95
78.75,2025,1,1,29.41,61.87,3.78
78.75,2025,1,1,29.41,61.87,2.64
78.75,2025,1,1,29.41,61.87,4.19
78.75,2025,1,1,29.41,61.87,4.83
78.75,2025,1,1,29.41,61.87,4.2
78.75,2025,1,1,29.41,61.87,4.42
78.75,2025,1,1,29.41,61.87,5.12
78.75,2025,1,1,29.41,61.87,5.71
78.75,2025,1,1,29.41,61.87,6.25
78.75,2025,1,1,29.41,59.22,7.28
78.75,2025,1,1,29.41,59.22,5.95
78.75,2025,1,1,29.41,59.22,3.78
78.75,2025,1,1,29.41,59.22,2.64
78.75,2025,1,1,29.41,59.22,4.19
78.75,2025,1,1,29.41,59.22,4.83
78.75,2025,1,1,29.41,59.22,4.2
78.75,2025,1,1,29.41,59.22,4.42
78.75,2025,1,1,29.41,59.22,5.12
78.75,2025,1,1,29.41,59.22,5.71
78.75,2025,1,1,29.41,59.22,6.25
79.375,2025,1,1,29.16,86.96,8.31
